,job,education,housing,loan,y
19794,yes,yes,yes,no,0

19795,yes,no,no,no,0

19796,no,yes,no,yes,0

19797,no,yes,no,no,0

19798,yes,no,yes,no,0

19799,yes,no,yes,no,0

19800,yes,no,no,no,0

19801,no,yes,no,yes,0

19802,yes,no,yes,no,0

19803,no,no,yes,no,0

19804,yes,yes,yes,no,0

19805,yes,no,yes,no,0

19806,yes,no,no,no,0

19807,no,yes,no,no,0

19808,yes,no,no,no,0

19809,yes,yes,yes,no,0

19810,yes,yes,yes,yes,1

19811,yes,no,yes,yes,0

19812,yes,no,no,no,0

19813,yes,no,yes,no,0

19814,yes,no,no,yes,0

19815,yes,no,no,no,0

19816,yes,yes,yes,no,0

19817,yes,no,yes,no,0

19818,yes,yes,yes,no,0

19819,yes,yes,yes,no,0

19820,no,no,no,no,0

19821,yes,no,no,no,0

19822,yes,yes,yes,no,0

19823,yes,yes,no,no,0

19824,yes,yes,yes,no,0

19825,yes,no,yes,no,0

19826,yes,yes,no,yes,0

19827,yes,yes,no,no,0

19828,yes,no,no,no,0

19829,yes,yes,no,yes,0

19830,yes,no,yes,no,0

19831,yes,yes,yes,no,1

19832,yes,no,no,no,0

19833,yes,no,yes,no,0

19834,yes,no,no,no,1

19835,yes,yes,yes,no,0

19836,yes,no,yes,no,0

19837,yes,yes,yes,no,0

19838,no,no,yes,no,0

19839,yes,no,yes,no,0

19840,yes,no,yes,yes,0

19841,yes,no,yes,no,0

19842,no,no,no,no,0

19843,yes,no,yes,no,0

19844,yes,yes,no,no,1

19845,no,yes,yes,no,0

19846,yes,no,yes,no,0

19847,yes,no,no,no,0

19848,yes,yes,yes,no,0

19849,yes,yes,yes,yes,0

19850,no,no,no,no,0

19851,yes,yes,no,yes,1

19852,yes,no,no,no,0

19853,yes,no,yes,no,0

19854,yes,no,no,no,0

19855,yes,yes,yes,no,0

19856,yes,no,no,no,0

19857,yes,no,yes,no,0

19858,yes,no,no,no,0

19859,yes,no,yes,yes,0

19860,yes,yes,no,yes,1

19861,yes,yes,no,no,1

19862,yes,yes,yes,no,1

19863,yes,yes,no,yes,0

19864,no,no,no,no,0

19865,yes,no,no,no,0

19866,yes,yes,no,yes,0

19867,yes,yes,yes,no,1

19868,yes,yes,no,no,1

19869,yes,yes,yes,no,1

19870,yes,yes,no,no,0

19871,yes,yes,no,no,0

19872,yes,no,yes,no,0

19873,yes,no,no,no,1

19874,yes,no,yes,no,0

19875,yes,no,yes,no,0

19876,yes,no,no,no,0

19877,yes,no,no,yes,0

19878,yes,yes,no,yes,0

19879,yes,no,yes,no,0

19880,no,no,yes,no,0

19881,yes,no,yes,no,0

19882,yes,yes,no,no,0

19883,yes,no,yes,no,0

19884,no,no,yes,no,0

19885,yes,yes,no,no,0

19886,no,yes,yes,no,0

19887,no,no,yes,no,0

19888,yes,yes,yes,no,0

19889,yes,no,yes,no,0

19890,no,yes,yes,no,0

19891,yes,yes,yes,yes,0

19892,yes,yes,yes,no,0

19893,yes,no,yes,yes,0

19894,no,no,no,no,0

19895,yes,no,no,no,0

19896,yes,yes,yes,no,0

19897,yes,no,yes,no,0

19898,yes,no,no,no,0

19899,yes,no,no,no,1

19900,no,yes,no,no,0

19901,yes,no,yes,no,0

19902,no,yes,yes,yes,1

19903,yes,no,no,no,0

19904,yes,yes,no,no,0

19905,yes,no,yes,yes,0

19906,yes,yes,no,no,0

19907,yes,yes,yes,no,0

19908,yes,yes,yes,no,0

19909,yes,yes,no,no,0

19910,yes,yes,yes,no,0

19911,yes,no,yes,no,0

19912,yes,yes,yes,no,0

19913,yes,no,no,yes,1

19914,yes,no,yes,no,0

19915,yes,no,no,no,0

19916,yes,no,yes,no,0

19917,yes,no,no,no,0

19918,yes,no,yes,no,1

19919,yes,no,yes,no,1

19920,yes,yes,yes,no,0

19921,yes,yes,yes,no,0

19922,yes,yes,yes,no,0

19923,yes,no,no,yes,0

19924,yes,yes,yes,yes,0

19925,yes,yes,yes,no,0

19926,yes,no,no,no,0

19927,yes,no,yes,no,0

19928,no,no,yes,no,0

19929,yes,no,no,yes,0

19930,yes,no,yes,yes,0

19931,yes,no,yes,no,0

19932,yes,yes,no,no,0

19933,no,yes,yes,no,0

19934,yes,no,no,no,0

19935,yes,yes,no,no,1

19936,yes,no,no,yes,0

19937,yes,yes,no,no,0

19938,yes,yes,no,no,0

19939,yes,yes,no,no,0

19940,yes,yes,no,yes,0

19941,yes,no,yes,no,0

19942,yes,no,yes,no,0

19943,yes,no,yes,no,0

19944,yes,no,yes,no,0

19945,yes,no,no,no,0

19946,yes,yes,no,no,0

19947,yes,yes,no,yes,0

19948,yes,no,yes,yes,0

19949,yes,no,no,yes,0

19950,yes,no,yes,yes,0

19951,yes,yes,yes,no,0

19952,no,yes,no,no,1

19953,no,yes,yes,no,0

19954,yes,yes,yes,no,0

19955,yes,yes,yes,no,0

19956,yes,yes,no,no,0

19957,no,yes,yes,yes,1

19958,yes,yes,no,no,0

19959,yes,yes,no,no,0

19960,yes,no,yes,no,0

19961,yes,no,no,no,0

19962,yes,no,no,no,0

19963,yes,no,no,no,0

19964,yes,no,no,no,0

19965,no,yes,yes,no,0

19966,yes,no,yes,no,0

19967,yes,yes,no,no,0

19968,yes,yes,yes,no,0

19969,yes,no,no,no,0

19970,no,no,yes,no,1

19971,yes,yes,yes,no,0

19972,yes,yes,yes,yes,0

19973,yes,yes,no,no,0

19974,yes,yes,no,no,1

19975,yes,no,yes,no,0

19976,no,no,no,no,0

19977,no,yes,no,no,0

19978,yes,no,yes,no,1

19979,yes,yes,yes,no,0

19980,yes,yes,yes,no,0

19981,yes,yes,yes,no,0

19982,no,no,no,yes,0

19983,yes,yes,no,no,0

19984,yes,yes,no,no,0

19985,yes,no,yes,no,0

19986,yes,no,yes,no,0

19987,yes,yes,no,no,0

19988,yes,yes,no,no,0

19989,yes,no,yes,no,0

19990,yes,yes,yes,no,0

19991,no,yes,yes,yes,1

19992,yes,yes,yes,no,0

19993,yes,yes,no,no,1

19994,no,no,yes,yes,0

19995,yes,no,yes,no,0

19996,yes,no,yes,no,0

19997,yes,no,yes,no,0

19998,yes,no,no,no,0

19999,yes,no,no,no,1

20000,yes,yes,no,no,0

20001,yes,no,yes,no,0

20002,no,no,no,yes,0

20003,yes,yes,yes,no,0

20004,yes,no,yes,no,0

20005,yes,yes,no,no,0

20006,yes,yes,no,no,0

20007,yes,no,no,no,0

20008,yes,yes,no,no,0

20009,yes,no,no,no,0

20010,yes,yes,no,no,0

20011,yes,no,yes,no,0

20012,yes,yes,yes,no,0

20013,yes,no,no,no,0

20014,yes,no,no,no,0

20015,yes,no,yes,no,0

20016,yes,yes,yes,no,1

20017,no,no,yes,no,0

20018,yes,yes,yes,no,0

20019,yes,yes,no,yes,0

20020,yes,no,yes,yes,0

20021,yes,yes,no,yes,0

20022,no,no,yes,no,0

20023,no,yes,yes,no,0

20024,no,yes,no,no,0

20025,yes,yes,no,no,0

20026,yes,yes,yes,no,0

20027,yes,yes,no,yes,1

20028,yes,no,yes,yes,0

20029,yes,no,yes,no,0

20030,yes,no,no,yes,0

20031,yes,yes,yes,yes,0

20032,yes,no,yes,no,0

20033,yes,no,no,no,0

20034,yes,yes,no,no,1

20035,yes,no,yes,no,0

20036,yes,no,yes,no,0

20037,yes,yes,yes,no,0

20038,yes,yes,no,no,1

20039,yes,yes,no,no,0

20040,no,no,no,no,0

20041,yes,yes,yes,no,0

20042,yes,yes,yes,no,0

20043,no,no,yes,no,0

20044,yes,no,no,yes,0

20045,yes,no,yes,no,0

20046,yes,yes,no,yes,0

20047,yes,no,yes,no,1

20048,yes,no,no,no,0

20049,yes,yes,yes,no,0

20050,yes,no,yes,no,0

20051,yes,no,no,no,0

20052,yes,no,no,no,1

20053,yes,no,yes,no,0

20054,yes,no,no,yes,0

20055,yes,no,no,no,0

20056,yes,no,yes,no,0

20057,yes,yes,yes,no,0

20058,no,no,no,no,1

20059,yes,yes,yes,no,0

20060,yes,no,no,no,0

20061,yes,no,no,no,0

20062,yes,no,yes,yes,0

20063,yes,yes,no,yes,0

20064,no,yes,yes,no,0

20065,no,yes,yes,no,0

20066,no,no,yes,no,0

20067,yes,yes,no,no,1

20068,yes,yes,no,no,0

20069,no,no,no,no,0

20070,yes,yes,yes,no,0

20071,yes,yes,no,no,0

20072,yes,no,yes,no,0

20073,yes,yes,no,no,0

20074,yes,no,no,no,0

20075,yes,no,yes,no,0

20076,yes,no,yes,no,0

20077,no,no,no,no,0

20078,yes,no,yes,no,0

20079,yes,no,yes,no,0

20080,no,no,yes,no,0

20081,yes,yes,yes,no,0

20082,yes,yes,no,yes,0

20083,yes,no,yes,no,0

20084,no,no,yes,no,0

20085,yes,yes,no,yes,0

20086,yes,yes,yes,yes,0

20087,yes,yes,no,no,0

20088,no,no,yes,yes,0

20089,no,yes,no,no,0

20090,no,no,no,no,0

20091,yes,yes,yes,no,0

20092,yes,yes,yes,no,0

20093,yes,no,no,no,0

20094,yes,yes,yes,no,0

20095,yes,yes,yes,yes,0

20096,yes,no,no,no,0

20097,yes,yes,no,no,0

20098,yes,no,yes,yes,0

20099,yes,no,no,yes,0

20100,yes,no,no,no,0

20101,yes,no,yes,no,0

20102,yes,no,yes,no,0

20103,yes,no,no,no,0

20104,yes,yes,yes,no,0

20105,no,no,no,no,0

20106,yes,no,yes,no,0

20107,yes,yes,no,yes,0

20108,yes,no,no,no,0

20109,yes,no,yes,no,0

20110,yes,yes,yes,no,0

20111,no,yes,no,yes,0

20112,yes,no,yes,yes,0

20113,yes,yes,yes,no,0

20114,yes,yes,yes,no,0

20115,yes,no,no,yes,0

20116,yes,no,no,no,0

20117,yes,no,yes,yes,0

20118,yes,no,no,no,0

20119,yes,yes,no,yes,0

20120,yes,no,no,yes,1

20121,no,no,yes,no,0

20122,yes,no,yes,no,0

20123,yes,no,yes,no,0

20124,yes,yes,no,no,0

20125,yes,no,yes,no,0

20126,yes,no,yes,yes,0

20127,yes,no,no,no,0

20128,yes,yes,yes,no,0

20129,yes,yes,no,no,0

20130,yes,no,yes,no,0

20131,yes,yes,yes,no,0

20132,yes,no,no,no,0

20133,yes,yes,yes,no,0

20134,yes,yes,yes,yes,0

20135,no,yes,no,no,0

20136,yes,yes,no,no,0

20137,yes,no,no,no,0

20138,yes,yes,no,no,0

20139,yes,yes,yes,no,0

20140,yes,no,no,no,0

20141,yes,yes,no,yes,0

20142,yes,no,yes,no,0

20143,yes,yes,no,no,0

20144,yes,no,yes,no,0

20145,yes,no,no,yes,0

20146,yes,no,no,no,0

20147,no,yes,no,no,0

20148,yes,yes,no,no,0

20149,no,no,no,no,0

20150,yes,yes,yes,no,0

20151,yes,no,yes,no,0

20152,yes,no,yes,yes,0

20153,yes,yes,yes,no,0

20154,yes,no,no,no,0

20155,no,yes,yes,no,0

20156,yes,no,no,yes,0

20157,yes,no,yes,yes,1

20158,no,yes,no,no,0

20159,yes,yes,yes,no,0

20160,yes,no,no,no,1

20161,yes,no,no,no,0

20162,yes,no,yes,no,0

20163,yes,no,no,no,0

20164,no,no,yes,yes,0

20165,yes,yes,yes,no,0

20166,yes,yes,yes,no,0

20167,yes,yes,yes,no,0

20168,no,yes,yes,no,0

20169,yes,yes,yes,no,0

20170,no,yes,no,no,0

20171,no,yes,yes,yes,1

20172,yes,yes,no,yes,0

20173,yes,yes,no,no,0

20174,yes,no,yes,no,0

20175,no,no,yes,no,0

20176,yes,no,yes,yes,0

20177,yes,no,yes,no,0

20178,yes,yes,yes,no,1

20179,yes,no,yes,no,0

20180,yes,yes,no,no,0

20181,yes,no,yes,no,0

20182,yes,no,no,no,0

20183,yes,no,yes,no,0

20184,yes,no,yes,yes,0

20185,yes,no,yes,no,0

20186,yes,yes,no,no,0

20187,yes,no,yes,no,0

20188,yes,no,no,no,1

20189,yes,no,no,no,0

20190,yes,yes,yes,no,0

20191,yes,yes,no,no,0

20192,yes,no,yes,no,0

20193,yes,yes,yes,no,0

20194,yes,yes,yes,no,0

20195,yes,no,yes,no,0

20196,yes,yes,no,no,0

20197,yes,no,yes,no,0

20198,no,no,no,no,0

20199,no,yes,no,no,0

20200,no,yes,no,no,0

20201,yes,no,yes,no,0

20202,yes,yes,no,no,0

20203,yes,no,yes,no,0

20204,yes,no,no,no,0

20205,yes,no,no,no,0

20206,yes,no,no,no,0

20207,yes,yes,no,no,0

20208,yes,no,yes,no,0

20209,yes,no,yes,no,0

20210,yes,no,no,no,0

20211,yes,no,no,yes,0

20212,yes,no,yes,no,0

20213,yes,no,no,no,0

20214,yes,no,no,no,0

20215,yes,no,no,no,0

20216,yes,no,no,no,0

20217,yes,yes,no,no,1

20218,no,yes,yes,no,1

20219,yes,yes,no,no,0

20220,no,yes,no,no,0

20221,yes,yes,no,no,0

20222,yes,yes,yes,no,0

20223,yes,yes,no,no,0

20224,yes,yes,no,no,0

20225,yes,no,no,no,0

20226,yes,yes,no,no,0

20227,yes,yes,yes,no,0

20228,yes,no,yes,yes,0

20229,yes,no,yes,no,0

20230,yes,no,no,no,0

20231,yes,yes,no,no,0

20232,yes,no,yes,no,0

20233,yes,no,yes,no,0

20234,yes,yes,yes,yes,0

20235,yes,yes,yes,yes,0

20236,yes,yes,yes,no,0

20237,yes,no,yes,no,0

20238,yes,no,yes,yes,0

20239,yes,no,yes,no,0

20240,no,yes,yes,yes,0

20241,yes,yes,yes,no,1

20242,yes,no,yes,no,0

20243,yes,yes,no,no,0

20244,no,yes,no,yes,0

20245,yes,no,no,no,0

20246,no,no,yes,no,1

20247,yes,yes,no,no,0

20248,yes,yes,no,no,0

20249,yes,no,yes,no,0

20250,yes,no,no,no,0

20251,yes,yes,yes,no,0

20252,yes,yes,yes,no,0

20253,yes,yes,yes,yes,0

20254,no,yes,yes,no,0

20255,no,no,no,no,0

20256,yes,no,no,no,0

20257,yes,no,no,yes,0

20258,yes,no,no,no,0

20259,yes,yes,no,no,0

20260,yes,no,yes,yes,0

20261,yes,no,no,no,0

20262,yes,no,yes,no,0

20263,yes,yes,yes,no,0

20264,yes,yes,yes,no,0

20265,yes,no,no,yes,0

20266,yes,yes,yes,no,0

20267,yes,no,no,no,0

20268,no,yes,yes,no,0

20269,yes,no,no,no,0

20270,yes,yes,no,no,0

20271,yes,no,yes,no,0

20272,no,no,yes,no,0

20273,yes,yes,yes,yes,0

20274,yes,yes,no,no,0

20275,yes,no,no,no,0

20276,yes,yes,yes,yes,0

20277,no,no,yes,no,0

20278,no,yes,yes,yes,0

20279,yes,yes,yes,yes,0

20280,yes,yes,yes,no,0

20281,yes,no,yes,no,0

20282,yes,no,yes,yes,0

20283,yes,no,yes,no,0

20284,yes,yes,yes,no,0

20285,yes,no,yes,no,0

20286,yes,no,yes,yes,0

20287,no,yes,no,yes,0

20288,yes,no,no,no,0

20289,yes,yes,yes,no,0

20290,yes,no,no,no,0

20291,yes,no,no,no,1

20292,yes,no,yes,no,0

20293,yes,yes,no,no,0

20294,yes,no,no,no,0

20295,yes,no,yes,no,0

20296,no,no,yes,no,1

20297,yes,no,no,no,0

20298,yes,yes,yes,no,1

20299,yes,no,no,no,0

20300,yes,no,yes,no,0

20301,yes,yes,yes,yes,0

20302,yes,no,yes,no,0

20303,yes,yes,no,no,0

20304,no,yes,no,no,0

20305,no,yes,yes,no,0

20306,yes,no,no,yes,0

20307,yes,yes,yes,no,0

20308,no,no,no,no,0

20309,yes,yes,yes,no,0

20310,yes,no,yes,no,0

20311,yes,yes,no,no,0

20312,no,no,no,no,0

20313,yes,no,yes,yes,0

20314,yes,yes,no,yes,0

20315,yes,yes,no,no,0

20316,yes,no,yes,no,0

20317,yes,yes,yes,yes,0

20318,yes,no,no,no,0

20319,yes,no,no,no,0

20320,yes,no,yes,no,0

20321,yes,no,no,no,0

20322,yes,yes,yes,yes,1

20323,yes,no,no,no,0

20324,no,yes,yes,no,0

20325,yes,yes,yes,no,0

20326,yes,no,yes,no,0

20327,yes,no,yes,no,0

20328,yes,no,yes,no,1

20329,yes,no,no,no,0

20330,yes,yes,no,no,0

20331,yes,yes,no,no,0

20332,yes,no,yes,yes,0

20333,yes,yes,no,no,1

20334,no,yes,no,no,0

20335,yes,no,no,no,1

20336,no,no,yes,no,0

20337,yes,no,no,no,0

20338,yes,no,no,no,0

20339,yes,yes,yes,no,0

20340,yes,yes,no,no,0

20341,yes,no,yes,yes,0

20342,yes,no,no,no,0

20343,no,no,no,no,0

20344,yes,no,no,no,0

20345,yes,yes,yes,no,0

20346,yes,no,yes,no,0

20347,yes,no,no,no,0

20348,yes,no,yes,no,0

20349,yes,yes,no,no,0

20350,yes,no,no,no,1

20351,yes,yes,yes,no,0

20352,yes,yes,no,no,0

20353,no,yes,yes,yes,0

20354,yes,no,no,no,0

20355,yes,no,no,yes,0

20356,no,yes,yes,yes,1

20357,yes,yes,no,no,0

20358,yes,no,no,no,0

20359,no,yes,no,no,0

20360,yes,yes,no,no,0

20361,yes,yes,yes,no,0

20362,no,no,no,no,0

20363,yes,no,yes,no,0

20364,yes,no,no,no,1

20365,yes,no,yes,yes,0

20366,yes,no,no,no,0

20367,yes,no,no,no,0

20368,yes,no,yes,no,0

20369,yes,no,no,no,0

20370,no,yes,no,no,0

20371,yes,no,no,yes,0

20372,yes,no,no,no,0

20373,yes,no,no,no,0

20374,yes,yes,no,no,1

20375,yes,no,no,yes,0

20376,yes,yes,yes,no,0

20377,yes,yes,yes,yes,0

20378,no,no,no,yes,0

20379,yes,no,yes,no,0

20380,yes,no,yes,no,0

20381,yes,no,no,no,0

20382,no,yes,no,no,0

20383,yes,yes,yes,yes,0

20384,yes,yes,no,no,0

20385,yes,yes,no,no,0

20386,yes,yes,no,no,0

20387,no,yes,yes,no,1

20388,yes,yes,no,no,0

20389,yes,yes,no,yes,0

20390,yes,no,yes,yes,0

20391,yes,yes,yes,no,0

20392,no,no,no,no,0

20393,yes,no,yes,no,0

20394,no,yes,no,no,0

20395,yes,no,yes,no,0

20396,yes,yes,no,no,1

20397,yes,no,no,no,0

20398,yes,yes,yes,no,0

20399,yes,no,yes,no,0

20400,yes,no,yes,no,0

20401,yes,yes,no,no,0

20402,yes,yes,no,no,0

20403,yes,yes,yes,no,0

20404,yes,yes,no,no,0

20405,yes,no,no,no,0

20406,yes,no,yes,no,0

20407,yes,no,yes,yes,0

20408,yes,yes,yes,no,0

20409,no,yes,no,no,0

20410,no,no,no,no,0

20411,yes,yes,yes,no,0

20412,yes,no,yes,no,1

20413,no,yes,no,yes,0

20414,no,no,yes,no,0

20415,yes,no,no,no,0

20416,yes,yes,no,yes,0

20417,yes,no,no,no,0

20418,no,yes,no,no,1

20419,yes,no,yes,no,0

20420,no,yes,yes,no,1

20421,no,yes,yes,no,0

20422,yes,no,yes,no,0

20423,yes,yes,yes,no,0

20424,yes,no,yes,yes,0

20425,yes,yes,no,no,0

20426,no,no,yes,no,0

20427,yes,yes,yes,no,0

20428,yes,yes,no,no,0

20429,yes,yes,yes,no,0

20430,yes,no,no,no,1

20431,yes,no,no,no,1

20432,yes,yes,yes,no,0

20433,no,yes,yes,no,0

20434,yes,no,yes,no,0

20435,yes,yes,yes,no,0

20436,no,yes,yes,no,0

20437,yes,no,no,no,0

20438,yes,yes,yes,no,1

20439,yes,no,no,no,0

20440,yes,no,yes,no,0

20441,yes,no,no,no,0

20442,yes,yes,no,no,0

20443,no,yes,no,no,1

20444,yes,no,no,no,0

20445,yes,no,yes,no,0

20446,yes,no,yes,no,0

20447,yes,yes,yes,no,1

20448,yes,no,yes,no,0

20449,yes,yes,no,no,0

20450,yes,no,no,no,1

20451,yes,yes,no,no,0

20452,yes,no,yes,no,0

20453,yes,yes,no,no,0

20454,yes,no,yes,yes,0

20455,yes,yes,no,no,0

20456,yes,yes,no,yes,0

20457,yes,no,yes,no,0

20458,yes,no,yes,no,0

20459,no,no,yes,yes,0

20460,yes,yes,no,no,0

20461,no,no,yes,yes,0

20462,yes,yes,yes,no,0

20463,yes,no,no,no,0

20464,yes,no,yes,no,0

20465,yes,yes,no,no,1

20466,yes,no,no,no,0

20467,yes,no,yes,no,0

20468,yes,no,yes,no,0

20469,yes,yes,yes,no,0

20470,yes,no,yes,no,0

20471,yes,no,no,no,0

20472,no,yes,no,no,1

20473,yes,no,no,no,0

20474,yes,no,no,no,0

20475,yes,no,yes,yes,0

20476,yes,no,no,no,0

20477,yes,no,yes,no,1

20478,yes,no,no,no,0

20479,yes,yes,yes,no,0

20480,yes,yes,yes,no,0

20481,yes,no,no,no,0

20482,yes,yes,no,no,0

20483,yes,no,yes,no,0

20484,yes,yes,no,no,0

20485,no,no,yes,no,1

20486,yes,yes,no,no,1

20487,yes,no,no,no,0

20488,yes,no,yes,no,0

20489,no,yes,yes,no,0

20490,yes,no,yes,yes,0

20491,yes,no,yes,no,0

20492,no,no,no,no,0

20493,no,no,no,no,0

20494,yes,no,no,no,1

20495,yes,no,yes,yes,0

20496,yes,no,yes,no,0

20497,yes,no,yes,no,0

20498,yes,yes,no,no,0

20499,yes,no,yes,no,0

20500,yes,no,yes,no,0

20501,yes,yes,no,no,1

20502,yes,no,yes,no,0

20503,yes,yes,yes,no,0

20504,yes,no,yes,no,0

20505,no,yes,yes,yes,0

20506,yes,yes,yes,no,0

20507,yes,no,no,no,0

20508,yes,yes,yes,no,0

20509,yes,yes,no,no,0

20510,no,yes,no,no,0

20511,yes,no,no,no,0

20512,yes,no,no,no,0

20513,yes,yes,no,no,0

20514,yes,no,no,no,0

20515,yes,yes,yes,no,0

20516,yes,no,yes,yes,0

20517,yes,yes,no,no,0

20518,yes,no,yes,no,0

20519,yes,yes,yes,yes,0

20520,yes,yes,no,no,1

20521,yes,yes,yes,no,0

20522,yes,yes,no,no,0

20523,yes,no,yes,no,0

20524,yes,yes,no,no,0

20525,no,yes,no,no,0

20526,yes,no,yes,no,0

20527,yes,yes,no,no,0

20528,yes,yes,no,no,0

20529,yes,no,yes,no,0

20530,no,yes,no,no,0

20531,yes,no,yes,no,0

20532,yes,no,yes,no,0

20533,yes,no,no,yes,0

20534,yes,yes,no,no,0

20535,yes,no,yes,no,0

20536,yes,no,no,no,0

20537,no,yes,yes,no,1

20538,yes,yes,no,no,0

20539,yes,no,no,no,0

20540,yes,no,no,yes,0

20541,yes,yes,no,no,0

20542,yes,no,yes,no,0

20543,yes,yes,yes,no,1

20544,yes,no,no,yes,0

20545,yes,no,yes,no,0

20546,no,yes,yes,no,0

20547,no,yes,no,no,0

20548,yes,no,yes,no,0

20549,no,yes,no,no,0

20550,yes,no,no,no,0

20551,yes,yes,yes,yes,0

20552,yes,yes,yes,no,0

20553,yes,no,yes,no,0

20554,yes,yes,yes,yes,0

20555,no,yes,no,no,0

20556,yes,no,no,yes,0

20557,yes,yes,no,no,0

20558,no,yes,yes,yes,1

20559,yes,no,yes,no,0

20560,yes,no,yes,no,0

20561,no,yes,no,yes,0

20562,yes,yes,yes,yes,0

20563,yes,no,no,no,0

20564,no,no,yes,no,0

20565,yes,yes,no,no,0

20566,yes,yes,no,no,0

20567,yes,no,yes,no,0

20568,yes,yes,no,no,0

20569,yes,no,no,no,0

20570,no,yes,no,no,0

20571,yes,no,yes,no,1

20572,yes,no,yes,no,0

20573,yes,no,yes,no,0

20574,yes,yes,no,no,0

20575,yes,yes,yes,no,0

20576,yes,no,yes,yes,0

20577,yes,no,yes,no,0

20578,yes,yes,yes,no,1

20579,no,yes,yes,no,0

20580,yes,yes,yes,yes,0

20581,yes,no,no,no,0

20582,yes,no,no,no,0

20583,yes,yes,yes,no,0

20584,yes,no,no,no,1

20585,yes,yes,no,no,1

20586,yes,yes,no,no,0

20587,yes,yes,yes,yes,0

20588,yes,no,no,yes,0

20589,yes,yes,no,no,1

20590,yes,yes,no,yes,0

20591,yes,yes,yes,no,0

20592,yes,yes,yes,no,0

20593,yes,no,yes,no,1

20594,yes,yes,yes,no,0

20595,yes,yes,no,no,0

20596,yes,yes,yes,no,0

20597,no,yes,yes,no,0

20598,no,no,no,no,1

20599,yes,no,yes,no,0

20600,yes,no,yes,yes,0

20601,no,yes,no,yes,0

20602,yes,yes,no,yes,0

20603,yes,no,no,no,0

20604,yes,yes,no,no,1

20605,yes,yes,no,yes,0

20606,yes,yes,yes,no,0

20607,no,no,no,no,0

20608,yes,yes,no,no,0

20609,yes,yes,yes,no,0

20610,yes,yes,no,no,0

20611,yes,no,no,yes,1

20612,no,yes,no,no,1

20613,yes,no,no,no,0

20614,yes,no,yes,no,1

20615,yes,yes,yes,no,0

20616,yes,no,no,no,0

20617,yes,no,yes,yes,0

20618,yes,yes,yes,no,0

20619,yes,no,yes,no,0

20620,yes,no,no,no,0

20621,no,yes,no,no,1

20622,yes,yes,yes,no,1

20623,yes,no,no,no,0

20624,yes,yes,no,no,0

20625,yes,no,yes,no,0

20626,yes,no,yes,no,0

20627,yes,no,yes,no,0

20628,yes,yes,no,no,0

20629,no,yes,no,no,0

20630,no,no,yes,yes,0

20631,yes,no,yes,yes,0

20632,yes,yes,yes,yes,1

20633,yes,no,no,no,0

20634,yes,no,yes,no,0

20635,no,yes,no,no,0

20636,no,yes,yes,no,1

20637,yes,yes,yes,no,1

20638,yes,no,yes,no,0

20639,yes,yes,no,no,0

20640,no,yes,yes,no,0

20641,yes,yes,no,no,0

20642,yes,yes,no,yes,0

20643,no,yes,no,no,0

20644,yes,no,no,no,0

20645,yes,no,yes,no,0

20646,yes,yes,no,yes,0

20647,yes,no,no,no,0

20648,yes,yes,no,no,0

20649,yes,no,no,no,0

20650,yes,no,yes,no,0

20651,yes,yes,yes,no,0

20652,yes,no,no,no,0

20653,no,no,yes,no,1

20654,no,no,no,no,1

20655,yes,no,yes,no,0

20656,yes,no,yes,no,0

20657,yes,yes,yes,no,1

20658,yes,no,no,no,0

20659,yes,yes,yes,no,0

20660,yes,yes,yes,no,0

20661,yes,yes,yes,yes,0

20662,yes,no,no,no,1

20663,yes,yes,no,no,0

20664,yes,no,no,no,0

20665,no,no,no,no,0

20666,yes,yes,no,no,0

20667,yes,yes,yes,no,0

